user_id,age,income,sex,kids_flg
386374,age_18_24,income_20_40,Ж,0
1002234,,,Ж,0
1040528,age_25_34,income_20_40,Ж,0
405104,age_65_inf,income_20_40,Ж,0
250269,age_18_24,income_20_40,М,0
910485,age_35_44,income_40_60,М,1
713794,age_55_64,income_20_40,Ж,0
421360,age_45_54,income_20_40,Ж,0
1026984,age_35_44,income_40_60,М,1
929472,age_35_44,income_20_40,Ж,0
184204,age_45_54,income_20_40,Ж,0
62110,age_35_44,income_90_150,М,1
1049577,age_35_44,income_20_40,Ж,0
667942,age_25_34,income_20_40,М,0
36863,age_25_34,income_40_60,М,1
580896,age_35_44,income_60_90,М,1
743682,age_25_34,income_20_40,Ж,1
432146,age_35_44,income_20_40,М,1
830389,age_35_44,income_40_60,М,1
7417,age_65_inf,income_20_40,Ж,0
242969,age_35_44,income_40_60,Ж,0
642716,age_45_54,income_20_40,Ж,0
611849,age_25_34,income_20_40,М,0
12534,age_25_34,income_20_40,Ж,1
81657,age_35_44,income_20_40,Ж,0
435274,age_25_34,income_20_40,М,1
161390,age_18_24,income_20_40,М,1
866943,age_55_64,income_20_40,М,0
656065,age_25_34,income_40_60,М,1
832571,age_25_34,income_20_40,М,0
328760,age_18_24,income_20_40,Ж,0
418154,age_25_34,income_20_40,М,0
626981,age_25_34,income_20_40,Ж,0
874170,age_65_inf,income_20_40,Ж,0
336287,age_35_44,income_20_40,Ж,1
572955,age_18_24,income_40_60,М,0
199601,age_25_34,income_60_90,М,0
230240,age_25_34,income_20_40,Ж,0
464630,age_65_inf,income_20_40,Ж,0
478975,age_55_64,income_40_60,М,1
425657,age_25_34,income_40_60,М,1
209647,age_18_24,income_20_40,М,0
800437,age_25_34,income_20_40,Ж,0
946142,age_25_34,income_20_40,Ж,1
717312,age_35_44,income_20_40,Ж,1
273468,age_35_44,income_90_150,М,1
687611,age_18_24,income_0_20,М,1
1043488,age_45_54,income_40_60,М,0
885218,age_25_34,income_40_60,М,0
142810,age_55_64,income_40_60,Ж,0
773242,age_35_44,income_40_60,М,1
277533,age_35_44,income_20_40,Ж,1
584029,age_35_44,income_20_40,М,0
813444,age_45_54,income_40_60,Ж,0
860420,age_35_44,income_40_60,Ж,0
651521,age_55_64,income_40_60,Ж,0
869670,age_45_54,income_20_40,Ж,0
728316,age_35_44,income_60_90,Ж,1
516724,age_25_34,income_20_40,Ж,1
331007,age_25_34,income_20_40,М,0
396791,age_35_44,income_20_40,Ж,0
948376,age_35_44,income_20_40,Ж,0
96566,age_18_24,income_40_60,М,0
417061,age_18_24,income_20_40,М,0
656989,age_25_34,income_40_60,М,1
193193,age_45_54,income_40_60,Ж,1
970947,age_18_24,income_20_40,Ж,0
343809,age_25_34,income_40_60,Ж,0
151060,age_35_44,income_60_90,Ж,1
377509,age_25_34,income_20_40,Ж,0
808354,age_55_64,income_20_40,М,0
467436,age_25_34,income_20_40,Ж,1
180076,age_25_34,income_40_60,Ж,1
1010168,age_45_54,income_60_90,Ж,1
199491,age_18_24,income_20_40,М,0
732005,age_35_44,income_20_40,М,0
684010,age_35_44,income_20_40,М,1
50889,age_45_54,income_60_90,Ж,0
945892,age_18_24,income_20_40,М,1
892825,age_65_inf,income_20_40,Ж,0
455260,age_35_44,income_40_60,Ж,0
430073,age_18_24,income_20_40,Ж,0
816151,age_35_44,income_20_40,М,1
368044,age_18_24,income_0_20,Ж,0
445456,age_25_34,income_20_40,Ж,0
701910,age_35_44,income_20_40,М,1
964324,age_25_34,income_60_90,Ж,0
1047534,age_65_inf,income_0_20,Ж,0
822141,age_35_44,income_40_60,М,1
863340,age_25_34,income_60_90,Ж,0
1023154,age_18_24,income_40_60,Ж,0
666145,age_18_24,income_20_40,Ж,0
8904,age_35_44,income_40_60,М,1
623341,age_65_inf,income_20_40,М,0
808991,age_65_inf,income_20_40,М,0
366654,age_18_24,income_20_40,Ж,0
533335,age_55_64,income_20_40,Ж,0
170763,age_35_44,income_20_40,М,0
570058,age_25_34,income_40_60,Ж,1
255815,age_45_54,income_20_40,Ж,1
288717,age_35_44,income_20_40,Ж,0
549128,age_35_44,income_90_150,М,0
659254,age_55_64,income_20_40,Ж,0
158919,age_25_34,income_40_60,Ж,0
335530,,,,0
596190,age_25_34,income_20_40,М,0
215197,age_25_34,income_20_40,М,0
393138,age_35_44,income_40_60,Ж,1
581547,age_25_34,income_40_60,М,1
990941,age_45_54,income_40_60,М,1
61948,age_25_34,income_40_60,Ж,0
25850,age_25_34,income_60_90,М,1
917392,age_35_44,income_20_40,Ж,1
892876,age_35_44,income_40_60,М,1
874800,age_45_54,income_40_60,Ж,0
293311,age_25_34,income_40_60,Ж,0
963,age_35_44,income_20_40,М,1
403306,age_35_44,income_20_40,М,1
915855,age_35_44,income_20_40,Ж,1
372712,age_45_54,income_20_40,Ж,0
805696,age_25_34,income_20_40,М,1
307662,age_55_64,income_40_60,М,0
545576,age_35_44,income_90_150,Ж,0
385180,age_35_44,income_20_40,М,0
1000717,age_45_54,income_40_60,М,1
397043,age_25_34,income_20_40,Ж,1
451635,age_45_54,income_40_60,Ж,0
34510,age_18_24,income_20_40,Ж,0
946143,age_35_44,income_40_60,Ж,0
326757,age_45_54,income_40_60,М,0
854458,age_18_24,income_20_40,Ж,0
319310,age_18_24,income_20_40,Ж,0
977859,age_35_44,income_20_40,Ж,1
207835,age_35_44,income_20_40,М,0
833479,age_55_64,income_20_40,Ж,0
575642,age_35_44,income_20_40,Ж,0
825438,age_35_44,income_40_60,Ж,0
932239,age_18_24,income_20_40,Ж,0
917872,age_35_44,income_20_40,Ж,0
858186,age_55_64,income_20_40,М,0
265328,age_55_64,income_20_40,М,0
256353,age_25_34,income_40_60,Ж,0
977848,age_25_34,income_20_40,Ж,0
754598,age_35_44,income_40_60,М,1
370483,age_65_inf,income_20_40,Ж,0
328965,age_35_44,income_20_40,Ж,0
558375,age_18_24,income_20_40,М,0
19673,age_35_44,income_40_60,М,1
17145,age_18_24,income_20_40,Ж,0
978778,age_25_34,income_20_40,Ж,1
728828,age_25_34,income_20_40,М,0
1005193,age_35_44,income_40_60,М,1
736152,age_25_34,income_40_60,М,0
1026933,age_25_34,income_40_60,Ж,0
489567,age_18_24,income_20_40,Ж,0
900896,age_18_24,income_20_40,Ж,0
55627,age_25_34,income_20_40,М,0
727018,age_35_44,income_60_90,М,1
512468,age_45_54,income_20_40,М,0
857497,age_18_24,,,0
638655,age_25_34,income_40_60,М,0
910973,age_18_24,income_20_40,М,1
431821,age_25_34,income_40_60,Ж,0
614908,age_55_64,income_20_40,Ж,0
713834,age_35_44,income_20_40,Ж,1
996601,age_35_44,income_20_40,Ж,1
149954,age_25_34,income_0_20,Ж,0
319783,age_45_54,income_20_40,М,0
195391,age_25_34,income_20_40,М,1
479674,age_18_24,income_40_60,Ж,0
604919,age_18_24,income_40_60,М,0
991998,age_35_44,income_20_40,М,0
436352,age_35_44,income_40_60,М,0
831927,age_35_44,income_20_40,Ж,0
511889,age_25_34,income_20_40,М,0
37907,age_35_44,income_0_20,Ж,1
382115,age_65_inf,income_40_60,М,0
906895,age_55_64,income_20_40,М,0
1002951,age_35_44,income_20_40,Ж,1
918330,age_35_44,income_40_60,Ж,1
27619,age_25_34,income_20_40,М,1
117688,age_35_44,income_60_90,М,1
255981,age_35_44,income_40_60,Ж,0
860018,age_25_34,income_20_40,Ж,1
769635,age_18_24,income_20_40,М,0
349120,age_35_44,income_60_90,М,0
183101,age_25_34,income_20_40,Ж,0
935485,age_35_44,income_40_60,Ж,1
839221,age_55_64,income_20_40,М,0
125899,age_45_54,income_60_90,,0
999912,age_35_44,income_40_60,Ж,0
357467,age_55_64,income_40_60,Ж,1
521659,age_25_34,income_40_60,Ж,0
650256,age_55_64,income_20_40,Ж,0
478425,age_55_64,income_20_40,М,0
939631,age_25_34,income_40_60,Ж,1
484544,age_25_34,income_20_40,Ж,0
351345,age_25_34,income_40_60,М,0
941526,age_25_34,income_20_40,Ж,1
929191,age_25_34,income_20_40,М,1
930528,age_35_44,income_60_90,М,0
755047,age_25_34,income_20_40,М,1
609303,age_35_44,income_20_40,Ж,0
689940,age_25_34,income_20_40,Ж,1
186443,,,,0
392281,age_55_64,income_60_90,Ж,0
65334,age_45_54,income_60_90,М,0
154903,age_35_44,income_60_90,Ж,0
745106,age_35_44,income_20_40,Ж,0
251981,age_35_44,income_20_40,Ж,1
633588,age_45_54,income_40_60,М,1
37628,age_18_24,income_20_40,Ж,0
765491,age_25_34,income_0_20,М,0
62540,age_45_54,income_20_40,Ж,0
893635,age_45_54,income_0_20,Ж,0
89715,age_18_24,income_20_40,Ж,1
841112,age_55_64,income_20_40,Ж,0
938380,age_55_64,income_20_40,,0
137320,age_35_44,income_60_90,М,1
505512,age_45_54,income_20_40,М,0
1015407,age_18_24,income_20_40,Ж,0
464070,age_35_44,income_20_40,Ж,0
296650,age_45_54,income_40_60,М,0
703243,age_35_44,income_20_40,М,0
612501,age_55_64,income_20_40,М,1
1037536,age_45_54,income_20_40,М,0
745229,age_45_54,income_20_40,М,0
593676,age_25_34,income_40_60,Ж,0
683765,age_55_64,income_20_40,Ж,0
732496,age_25_34,income_20_40,М,0
16869,age_25_34,income_20_40,Ж,1
440396,age_45_54,income_20_40,М,0
671536,age_35_44,income_60_90,Ж,0
879677,age_25_34,income_20_40,Ж,0
112351,age_35_44,income_20_40,Ж,1
454316,age_18_24,income_40_60,Ж,0
303377,age_35_44,income_20_40,Ж,0
835202,age_25_34,income_40_60,,0
167551,age_25_34,income_20_40,М,0
766740,age_18_24,income_20_40,М,0
390222,age_45_54,income_60_90,М,0
702769,age_35_44,income_20_40,М,1
952827,age_25_34,income_20_40,М,0
602258,age_25_34,income_20_40,Ж,0
161171,age_25_34,income_20_40,М,1
770892,age_18_24,income_20_40,Ж,0
101179,age_35_44,income_60_90,М,0
801960,,income_20_40,М,1
368309,age_18_24,income_20_40,Ж,0
642129,age_55_64,income_20_40,Ж,0
843265,age_18_24,income_40_60,М,0
277586,age_25_34,income_60_90,Ж,0
837111,age_25_34,income_40_60,М,0
319681,age_55_64,,М,0
34531,age_35_44,income_20_40,М,1
312858,age_45_54,income_20_40,М,1
192886,age_25_34,income_40_60,Ж,1
865992,age_25_34,income_60_90,Ж,1
394359,age_45_54,income_40_60,М,0
330526,age_25_34,income_40_60,М,1
45915,age_35_44,income_20_40,М,1
186830,age_55_64,income_20_40,Ж,0
1028327,age_25_34,income_20_40,Ж,1
258896,age_45_54,income_0_20,М,1
668982,age_25_34,income_20_40,М,1
578641,age_35_44,income_20_40,Ж,1
593708,age_45_54,income_40_60,М,1
6712,age_25_34,income_20_40,М,0
30776,age_35_44,income_60_90,Ж,1
549210,age_25_34,income_20_40,Ж,0
777979,age_25_34,income_60_90,Ж,0
498791,age_45_54,income_20_40,М,0
439858,age_35_44,income_0_20,Ж,0
835174,age_55_64,income_40_60,М,0
309725,age_35_44,income_60_90,Ж,1
848322,age_25_34,income_40_60,М,1
352962,age_55_64,income_60_90,М,1
704552,age_35_44,income_20_40,М,1
511938,age_35_44,income_40_60,Ж,0
120061,age_35_44,income_40_60,М,1
801375,age_45_54,income_20_40,Ж,0
694899,age_35_44,income_20_40,М,1
944142,age_35_44,income_40_60,Ж,1
963744,age_18_24,income_20_40,М,0
66535,age_45_54,income_40_60,М,0
427552,age_18_24,income_20_40,М,0
807858,age_18_24,income_20_40,Ж,0
573401,age_45_54,income_20_40,М,0
382900,age_18_24,income_40_60,М,0
885730,age_35_44,income_20_40,Ж,0
999862,age_35_44,income_40_60,М,1
1010259,age_25_34,income_60_90,Ж,1
284059,age_18_24,income_20_40,Ж,0
505258,age_45_54,income_90_150,Ж,0
334906,age_25_34,income_40_60,М,0
769063,age_65_inf,income_20_40,Ж,0
875706,age_25_34,income_40_60,М,0
230069,age_25_34,income_20_40,Ж,0
571595,age_35_44,income_20_40,Ж,1
233807,age_65_inf,income_60_90,М,0
580247,age_35_44,income_20_40,Ж,0
19166,age_45_54,income_20_40,Ж,0
121493,age_65_inf,income_0_20,Ж,0
870402,age_45_54,income_60_90,М,1
705910,age_35_44,income_20_40,М,0
877715,age_35_44,income_40_60,Ж,0
754219,age_25_34,income_20_40,Ж,0
742372,age_45_54,income_20_40,М,0
729491,age_25_34,income_20_40,М,0
675966,age_35_44,income_60_90,М,0
15703,age_55_64,income_40_60,М,0
8408,age_35_44,income_20_40,Ж,0
234091,age_55_64,income_20_40,Ж,0
603076,age_18_24,income_20_40,М,0
814834,age_25_34,income_40_60,М,0
245984,age_18_24,income_20_40,Ж,0
208890,age_55_64,income_20_40,М,0
193695,age_25_34,income_20_40,Ж,1
5186,age_35_44,income_20_40,М,0
250107,age_55_64,income_20_40,М,0
624182,age_25_34,income_20_40,Ж,0
714953,age_55_64,income_20_40,М,0
850622,age_55_64,income_40_60,М,0
633661,age_25_34,income_40_60,М,0
332311,age_45_54,income_20_40,Ж,0
978872,,,М,0
821192,age_25_34,income_20_40,Ж,0
727949,age_45_54,income_20_40,Ж,0
736940,age_55_64,income_40_60,Ж,0
825995,age_45_54,income_20_40,Ж,0
829383,age_35_44,income_40_60,М,0
416198,age_18_24,income_40_60,Ж,0
189960,age_45_54,income_20_40,Ж,0
960823,age_35_44,income_40_60,М,0
568440,age_25_34,income_20_40,М,0
813676,age_25_34,income_20_40,М,0
905714,age_45_54,income_40_60,М,0
403396,age_55_64,income_20_40,Ж,0
117030,age_35_44,income_20_40,Ж,0
170124,age_45_54,income_20_40,Ж,0
299016,age_25_34,income_20_40,М,0
81058,age_25_34,income_20_40,Ж,0
448632,age_18_24,income_20_40,Ж,0
444018,age_25_34,income_20_40,Ж,0
669944,age_18_24,income_0_20,Ж,0
180362,age_18_24,income_20_40,Ж,0
1022364,age_55_64,income_60_90,М,0
990780,age_35_44,income_40_60,М,0
13097,age_55_64,income_20_40,Ж,1
768185,age_55_64,income_20_40,Ж,0
534458,age_25_34,income_40_60,М,0
969228,age_25_34,income_40_60,М,1
5547,age_25_34,income_60_90,М,0
419795,age_45_54,income_90_150,М,0
306366,age_35_44,income_20_40,Ж,0
812616,age_35_44,income_20_40,Ж,0
1008283,age_45_54,income_20_40,М,0
662401,age_25_34,income_40_60,Ж,0
554589,age_18_24,income_20_40,Ж,1
1015188,age_35_44,income_40_60,Ж,1
24990,age_55_64,income_60_90,М,0
265387,age_35_44,income_40_60,М,0
505945,age_45_54,income_40_60,М,0
544698,age_25_34,income_20_40,М,1
461559,age_65_inf,income_20_40,Ж,0
76943,age_65_inf,income_20_40,М,0
201237,age_45_54,income_40_60,М,1
545697,age_45_54,income_40_60,М,0
684199,age_18_24,income_20_40,Ж,0
253997,age_25_34,income_40_60,М,1
570250,age_45_54,income_40_60,Ж,0
369004,age_35_44,income_60_90,М,0
898579,,,Ж,0
480974,age_45_54,income_20_40,Ж,0
873903,age_35_44,income_20_40,Ж,0
811353,age_45_54,income_40_60,М,0
986170,age_25_34,income_20_40,Ж,0
872885,age_55_64,income_20_40,Ж,0
747875,age_35_44,income_40_60,М,1
784212,age_25_34,income_20_40,М,0
981285,age_18_24,income_20_40,Ж,0
68928,age_35_44,income_60_90,М,1
629357,age_45_54,income_20_40,М,0
925760,age_25_34,income_60_90,М,0
917958,age_18_24,income_20_40,Ж,0
357771,age_35_44,income_40_60,М,1
411322,age_55_64,income_60_90,М,1
565004,age_35_44,income_20_40,Ж,0
873049,age_65_inf,income_20_40,Ж,0
708075,age_25_34,income_90_150,Ж,0
971734,age_35_44,income_40_60,М,1
372562,age_35_44,income_40_60,М,0
698398,age_35_44,income_20_40,М,1
927564,age_35_44,income_60_90,М,1
122411,age_25_34,income_20_40,Ж,1
160397,age_55_64,income_40_60,Ж,0
88307,age_45_54,income_40_60,М,0
248394,age_25_34,income_40_60,М,0
524929,age_25_34,income_20_40,М,0
710199,age_25_34,income_20_40,Ж,0
852735,age_35_44,income_60_90,М,1
845236,age_35_44,income_20_40,Ж,0
841578,age_35_44,income_40_60,М,0
858091,age_25_34,income_20_40,Ж,1
1029348,age_18_24,income_20_40,М,1
852716,age_55_64,income_20_40,М,0
742206,age_25_34,income_40_60,Ж,0
453029,age_65_inf,income_20_40,М,0
14014,age_45_54,income_20_40,М,1
893545,age_35_44,income_40_60,М,1
1007447,age_35_44,income_20_40,Ж,1
1006611,age_25_34,income_20_40,Ж,1
688653,age_45_54,income_40_60,Ж,1
660923,age_35_44,income_40_60,М,0
969304,age_18_24,income_20_40,М,0
704269,age_45_54,income_20_40,Ж,1
196746,age_35_44,income_20_40,М,0
751521,age_25_34,income_40_60,М,0
185770,age_25_34,income_40_60,М,0
288213,age_55_64,income_40_60,М,0
466491,age_35_44,income_60_90,Ж,0
1041237,age_25_34,income_20_40,Ж,1
1040938,age_25_34,income_40_60,Ж,0
664661,age_35_44,income_20_40,М,1
253388,age_25_34,income_20_40,Ж,1
521417,age_45_54,income_40_60,М,1
386349,age_25_34,income_20_40,Ж,1
485819,age_18_24,income_0_20,Ж,0
278187,age_25_34,income_60_90,Ж,1
930355,age_35_44,income_20_40,М,1
723940,age_25_34,income_60_90,М,1
739932,age_45_54,income_20_40,Ж,1
777145,age_25_34,income_20_40,Ж,0
953821,age_18_24,income_20_40,Ж,0
278803,age_25_34,income_20_40,Ж,1
409651,age_55_64,income_40_60,М,0
937042,age_45_54,income_20_40,Ж,0
884447,age_45_54,income_20_40,Ж,1
943641,age_25_34,income_20_40,М,0
440798,age_18_24,income_20_40,Ж,0
93898,age_55_64,income_20_40,М,0
992551,age_45_54,income_20_40,Ж,0
482464,age_25_34,income_40_60,Ж,1
943799,age_45_54,income_60_90,М,0
278721,age_45_54,income_40_60,М,0
806617,age_35_44,income_20_40,М,0
653634,age_35_44,income_60_90,М,0
644614,age_25_34,income_40_60,Ж,0
221545,age_55_64,income_20_40,Ж,0
729285,age_55_64,income_20_40,М,0
709674,age_45_54,income_40_60,М,0
457545,age_45_54,income_40_60,Ж,0
1020511,age_25_34,income_20_40,М,0
378752,age_55_64,income_20_40,М,0
106141,age_25_34,income_40_60,М,0
487950,age_35_44,income_40_60,М,1
1001741,age_35_44,income_40_60,Ж,0
367296,age_25_34,income_40_60,М,0
306441,age_35_44,income_20_40,Ж,1
368731,age_45_54,income_40_60,М,1
87467,age_35_44,income_20_40,Ж,0
422183,age_35_44,income_40_60,Ж,1
224388,age_25_34,income_40_60,М,1
546669,age_25_34,income_20_40,М,0
907,age_25_34,income_40_60,М,0
978550,age_25_34,income_20_40,Ж,1
673660,age_45_54,income_40_60,М,0
799071,age_35_44,income_20_40,Ж,0
775624,age_25_34,income_20_40,М,0
273279,age_18_24,income_20_40,Ж,0
587110,,,М,0
1005935,age_45_54,income_20_40,М,1
656683,age_45_54,income_20_40,Ж,0
355737,age_35_44,income_20_40,Ж,1
214062,age_55_64,income_20_40,М,0
876639,age_45_54,income_60_90,Ж,1
296432,age_18_24,income_20_40,Ж,0
431728,age_35_44,income_20_40,Ж,0
955387,age_25_34,income_20_40,Ж,0
808536,age_35_44,income_60_90,Ж,0
877168,age_25_34,income_40_60,М,1
775439,age_35_44,income_40_60,Ж,0
254277,age_35_44,income_40_60,Ж,0
100406,age_25_34,income_20_40,Ж,0
291048,age_35_44,income_40_60,М,0
750812,age_45_54,income_20_40,Ж,0
6287,age_25_34,income_20_40,Ж,1
392754,age_35_44,income_40_60,Ж,1
505913,age_45_54,income_40_60,М,1
1022886,age_18_24,income_20_40,Ж,0
19067,age_45_54,income_60_90,М,1
511658,age_35_44,income_20_40,Ж,0
325097,age_25_34,income_40_60,М,1
149633,age_25_34,income_60_90,Ж,0
62092,age_25_34,income_20_40,М,0
307539,age_25_34,income_40_60,Ж,0
30789,age_25_34,income_20_40,Ж,0
15995,age_65_inf,income_0_20,М,0
109902,age_55_64,income_20_40,М,0
1010866,age_35_44,income_20_40,М,1
243762,age_25_34,income_60_90,М,0
875599,age_25_34,income_20_40,Ж,0
20307,age_25_34,income_20_40,М,1
496305,age_25_34,income_20_40,Ж,0
229453,age_35_44,income_40_60,М,0
828527,age_65_inf,income_40_60,Ж,0
975287,age_35_44,income_90_150,М,1
79103,age_25_34,income_40_60,М,0
1042529,age_25_34,income_20_40,М,1
993527,age_18_24,income_20_40,Ж,0
3005,age_35_44,income_20_40,Ж,1
28652,age_25_34,income_40_60,М,0
198067,age_55_64,income_20_40,,0
888478,age_25_34,income_20_40,Ж,0
1056051,age_18_24,income_20_40,М,0
424591,age_45_54,income_20_40,Ж,0
559897,age_25_34,income_20_40,М,0
121586,age_35_44,income_40_60,М,1
756401,age_55_64,income_20_40,Ж,0
203409,age_35_44,income_40_60,М,0
1032631,age_35_44,income_20_40,М,1
570526,age_25_34,income_0_20,М,0
526395,age_35_44,income_20_40,М,1
385499,age_18_24,income_20_40,М,1
627752,age_35_44,income_40_60,М,1
